YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-01,WEEKDAY,10,TRAIN,EW3,11384,7164
2023-01,WEEKDAY,23,TRAIN,EW26,1330,10295
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,EW26,1230,7374
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,DT27,2129,1658
2023-01,WEEKDAY,9,TRAIN,DT27,4385,7617
2023-01,WEEKDAY,6,TRAIN,NE11,5144,5476
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,NE11,792,493
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,DT33,6681,2080
2023-01,WEEKDAY,10,TRAIN,DT33,10773,2558
2023-01,WEEKDAY,19,TRAIN,DT7,3400,3342
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1106,1391
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,EW5,13935,12457
2023-01,WEEKDAY,14,TRAIN,EW5,19822,19437
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,PE4,762,847
2023-01,WEEKDAY,14,TRAIN,PE4,1014,1583
2023-01,WEEKDAY,12,TRAIN,BP12,2576,1163
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,BP12,1264,835
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,DT24,1519,1664
2023-01,WEEKDAY,16,TRAIN,DT24,2701,3640
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,EW33,768,1508
2023-01,WEEKDAY,21,TRAIN,EW33,1361,1436
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,NE12/CC13,18745,12285
2023-01,WEEKDAY,9,TRAIN,NE12/CC13,41475,20451
2023-01,WEEKDAY,21,TRAIN,SW2,1149,2310
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,SW2,697,1427
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,NE11,2477,2425
2023-01,WEEKDAY,14,TRAIN,NE11,5204,4730
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,TE15,2377,2404
2023-01,WEEKDAY,17,TRAIN,TE15,4672,4021
2023-01,WEEKDAY,5,TRAIN,EW28,11428,725
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,EW28,2550,189
2023-01,WEEKDAY,9,TRAIN,BP7,937,633
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,BP7,328,332
2023-01,WEEKDAY,15,TRAIN,EW30,1938,365
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1184,424
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,NS18,5062,4675
2023-01,WEEKDAY,14,TRAIN,NS18,10743,8455
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,CG1/DT35,4352,5255
2023-01,WEEKDAY,14,TRAIN,CG1/DT35,5078,5092
2023-01,WEEKDAY,12,TRAIN,SW6,2920,1673
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,SW6,1673,1100
2023-01,WEEKDAY,23,TRAIN,CC8,830,1987
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,CC8,677,1258
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1635,1593
2023-01,WEEKDAY,15,TRAIN,DT24,2453,2797
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,EW17,5313,3407
2023-01,WEEKDAY,7,TRAIN,EW17,32553,17771
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,DT13,998,973
2023-01,WEEKDAY,23,TRAIN,DT13,1573,1403
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,BP13,292,25
2023-01,WEEKDAY,5,TRAIN,BP13,1456,144
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,PE7,1640,1719
2023-01,WEEKDAY,15,TRAIN,PE7,2164,3672
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,PE6,3216,2204
2023-01,WEEKDAY,10,TRAIN,PE6,5046,3540
2023-01,WEEKDAY,9,TRAIN,DT5,8407,7541
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,DT5,4987,4828
2023-01,WEEKDAY,6,TRAIN,PE7,6475,1353
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,PE7,734,192
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,11191,37483
2023-01,WEEKDAY,10,TRAIN,TE14/NS22,12881,48602
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,BP5,679,717
2023-01,WEEKDAY,19,TRAIN,BP5,1576,1952
2023-01,WEEKDAY,18,TRAIN,SW1,3008,2255
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,SW1,853,849
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,EW22,2406,2148
2023-01,WEEKDAY,11,TRAIN,EW22,9852,10635
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,BP7,170,432
2023-01,WEEKDAY,21,TRAIN,BP7,219,979
2023-01,WEEKDAY,16,TRAIN,TE12,3378,1166
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,TE12,1096,639
2023-01,WEEKDAY,18,TRAIN,CC2,9178,3346
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,CC2,1541,907
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,EW15,2406,818
2023-01,WEEKDAY,23,TRAIN,EW15,5991,1199
2023-01,WEEKENDS/HOLIDAY,0,TRAIN,TE19,6,19
2023-01,WEEKDAY,0,TRAIN,TE19,10,10
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,DT22,2809,4917
2023-01,WEEKDAY,11,TRAIN,DT22,3287,4347
2023-01,WEEKDAY,23,TRAIN,NS23,7715,1413
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,NS23,4634,1014
2023-01,WEEKDAY,17,TRAIN,BP6/DT1,27473,43118
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,14934,18251
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,DT10/TE11,2131,1772
2023-01,WEEKDAY,15,TRAIN,DT10/TE11,8534,4059
2023-01,WEEKDAY,19,TRAIN,CG1/DT35,17743,5598
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,5786,4603
2023-01,WEEKDAY,20,TRAIN,PW1,835,343
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,PW1,350,202
2023-01,WEEKDAY,10,TRAIN,NS21/DT11,23897,25783
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,17652,18144
2023-01,WEEKDAY,23,TRAIN,EW27,2905,12850
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,EW27,1953,9592
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,NS10,11411,3330
2023-01,WEEKDAY,6,TRAIN,NS10,68775,17122
2023-01,WEEKDAY,5,TRAIN,NE1/CC29,839,114
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,591,32
2023-01,WEEKDAY,17,TRAIN,SE4,2667,4287
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1463,1643
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,CC2,77,284
2023-01,WEEKDAY,6,TRAIN,CC2,320,1322
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,EW29,2929,4618
2023-01,WEEKDAY,8,TRAIN,EW29,5485,36961
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,DT7,818,1016
2023-01,WEEKDAY,21,TRAIN,DT7,1413,1579
2023-01,WEEKENDS/HOLIDAY,13,TRAIN,EW26,12608,8536
2023-01,WEEKDAY,13,TRAIN,EW26,16250,12075
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,CC14,1723,2408
2023-01,WEEKDAY,19,TRAIN,CC14,3929,7491
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1301,1213
2023-01,WEEKDAY,14,TRAIN,SW6,2646,3395
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,EW29,5018,3542
2023-01,WEEKDAY,15,TRAIN,EW29,7572,3009
2023-01,WEEKDAY,5,TRAIN,NE10,1118,459
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,NE10,162,61
2023-01,WEEKDAY,18,TRAIN,CE1/DT16,26268,22465
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,23456,19815
2023-01,WEEKDAY,20,TRAIN,NE5,9013,4457
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,NE5,4323,3536
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,NE8,19510,7630
2023-01,WEEKDAY,21,TRAIN,NE8,19392,11881
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,603,1133
2023-01,WEEKDAY,10,TRAIN,NS27/CE2/TE20,968,2717
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,CC16,2462,1819
2023-01,WEEKDAY,11,TRAIN,CC16,4270,2534
2023-01,WEEKDAY,17,TRAIN,EW17,23647,28262
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,EW17,10345,11552
2023-01,WEEKDAY,14,TRAIN,DT25,1898,1555
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,DT25,987,987
2023-01,WEEKDAY,13,TRAIN,CC28,2008,1968
2023-01,WEEKENDS/HOLIDAY,13,TRAIN,CC28,1673,1446
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,NE9,253,1
2023-01,WEEKDAY,5,TRAIN,NE9,2044,22
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1316,1339
2023-01,WEEKDAY,15,TRAIN,DT7,4464,3084
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,CC3,129,853
2023-01,WEEKDAY,6,TRAIN,CC3,118,2506
2023-01,WEEKDAY,9,TRAIN,CC20,3877,2850
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,CC20,1931,1442
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,4445,6004
2023-01,WEEKDAY,8,TRAIN,EW16/NE3/TE17,14004,57132
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,EW18,6845,5446
2023-01,WEEKDAY,11,TRAIN,EW18,8865,7178
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,TE7,1329,1284
2023-01,WEEKDAY,8,TRAIN,TE7,5417,5969
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,291,14
2023-01,WEEKDAY,5,TRAIN,CC17/TE9,1240,90
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1449,938
2023-01,WEEKDAY,12,TRAIN,BP2,1689,1211
2023-01,WEEKDAY,17,TRAIN,EW12/DT14,53128,37671
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,33241,27265
2023-01,WEEKDAY,22,TRAIN,PE7,475,2224
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,PE7,313,1630
2023-01,WEEKDAY,19,TRAIN,BP9,1284,3214
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,BP9,658,835
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,17904,14716
2023-01,WEEKDAY,11,TRAIN,NE17/PTC,21539,17993
2023-01,WEEKENDS/HOLIDAY,0,TRAIN,TE15,9,59
2023-01,WEEKDAY,0,TRAIN,TE15,11,44
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,NS7,7134,7449
2023-01,WEEKDAY,21,TRAIN,NS7,9386,14420
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,BP5,460,534
2023-01,WEEKDAY,21,TRAIN,BP5,811,1002
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,TE15,572,890
2023-01,WEEKDAY,8,TRAIN,TE15,2478,5211
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,353,364
2023-01,WEEKDAY,23,TRAIN,CC19/DT9,618,629
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,EW27,14451,8959
2023-01,WEEKDAY,9,TRAIN,EW27,25721,20803
2023-01,WEEKDAY,7,TRAIN,TE15,3009,4137
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,TE15,320,759
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,EW15,1533,4751
2023-01,WEEKDAY,8,TRAIN,EW15,6800,83848
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,EW22,215,828
2023-01,WEEKDAY,23,TRAIN,EW22,778,1322
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,3860,10721
2023-01,WEEKDAY,8,TRAIN,CE1/DT16,5619,20847
2023-01,WEEKDAY,14,TRAIN,NS8,10066,10026
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,NS8,7003,5951
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,TE13,60,272
2023-01,WEEKDAY,6,TRAIN,TE13,312,954
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,TE16,548,942
2023-01,WEEKDAY,23,TRAIN,TE16,849,1101
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,DT25,476,1336
2023-01,WEEKDAY,22,TRAIN,DT25,848,2367
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,DT23,875,772
2023-01,WEEKDAY,19,TRAIN,DT23,4067,2419
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,CG2,3076,6278
2023-01,WEEKDAY,7,TRAIN,CG2,4863,11652
2023-01,WEEKDAY,23,TRAIN,TE6,549,3490
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,TE6,491,2246
2023-01,WEEKDAY,5,TRAIN,CC12,457,75
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,CC12,104,5
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,3581,6699
2023-01,WEEKDAY,7,TRAIN,EW16/NE3/TE17,13569,53177
2023-01,WEEKDAY,16,TRAIN,NS23,20969,18920
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,NS23,15415,13761
2023-01,WEEKDAY,23,TRAIN,TE15,651,374
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,TE15,421,281
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,PE6,221,55
2023-01,WEEKDAY,5,TRAIN,PE6,1211,119
2023-01,WEEKDAY,19,TRAIN,DT33,6962,25054
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,DT33,3756,6306
2023-01,WEEKDAY,8,TRAIN,NS24/NE6/CC1,9643,24200
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,2114,5982
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,PE1,164,850
2023-01,WEEKDAY,23,TRAIN,PE1,178,1401
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,30935,13575
2023-01,WEEKDAY,19,TRAIN,NE1/CC29,45982,23729
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1276,274
2023-01,WEEKDAY,7,TRAIN,BP11,11413,1853
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,BP4,374,852
2023-01,WEEKDAY,20,TRAIN,BP4,1123,1796
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,CC3,211,1349
2023-01,WEEKDAY,7,TRAIN,CC3,445,4060
2023-01,WEEKDAY,10,TRAIN,DT13,3144,9888
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,DT13,2383,4861
2023-01,WEEKDAY,7,TRAIN,SW7,5918,2231
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,SW7,712,256
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1019,3218
2023-01,WEEKDAY,21,TRAIN,DT30,1381,5977
2023-01,WEEKDAY,15,TRAIN,NE14,19401,20279
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,NE14,10785,11694
2023-01,WEEKDAY,17,TRAIN,NE1/CC29,47949,27430
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,32196,20257
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,5075,3225
2023-01,WEEKDAY,21,TRAIN,EW21/CC22,12613,6423
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2028,3490
2023-01,WEEKDAY,23,TRAIN,NS8,2105,5517
2023-01,WEEKDAY,0,TRAIN,EW33,1,133
2023-01,WEEKENDS/HOLIDAY,0,TRAIN,EW33,3,199
2023-01,WEEKDAY,13,TRAIN,NS16,27524,25899
2023-01,WEEKENDS/HOLIDAY,13,TRAIN,NS16,17435,16848
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,SW4,650,760
2023-01,WEEKDAY,15,TRAIN,SW4,799,2014
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,DT6,2687,1627
2023-01,WEEKDAY,12,TRAIN,DT6,5470,4404
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,BP8,760,741
2023-01,WEEKDAY,17,TRAIN,BP8,2406,2034
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,TE12,494,1005
2023-01,WEEKDAY,9,TRAIN,TE12,1291,3352
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,NE13,422,137
2023-01,WEEKDAY,5,TRAIN,NE13,2603,694
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,10251,17192
2023-01,WEEKDAY,9,TRAIN,EW24/NS1,19373,45014
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,DT18,1165,2162
2023-01,WEEKDAY,11,TRAIN,DT18,4440,6433
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,DT21,2144,2400
2023-01,WEEKDAY,14,TRAIN,DT21,3228,3509
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,4196,2805
2023-01,WEEKDAY,6,TRAIN,NS17/CC15,26195,21605
2023-01,WEEKDAY,18,TRAIN,DT22,7125,11437
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,DT22,5212,6955
2023-01,WEEKDAY,17,TRAIN,TE18,5671,3676
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,TE18,2968,2786
2023-01,WEEKDAY,19,TRAIN,EW9,12996,26081
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,EW9,8769,11429
2023-01,WEEKDAY,9,TRAIN,NS27/CE2/TE20,602,7030
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,302,750
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,TE1,1304,1409
2023-01,WEEKDAY,17,TRAIN,TE1,17866,1955
2023-01,WEEKDAY,11,TRAIN,DT30,4318,1569
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,DT30,3530,1478
2023-01,WEEKDAY,5,TRAIN,NS8,9767,1554
2023-01,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2309,392
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,EW9,9012,8360
2023-01,WEEKDAY,14,TRAIN,EW9,11951,9353
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,DT34,881,751
2023-01,WEEKDAY,8,TRAIN,DT34,5113,5410
2023-01,WEEKDAY,15,TRAIN,TE4,1901,1897
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,TE4,1339,1002
2023-01,WEEKDAY,23,TRAIN,NE12/CC13,5415,13840
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,3951,8530
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,NS3,5726,1611
2023-01,WEEKDAY,6,TRAIN,NS3,31699,6604
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,CG2,11213,5192
2023-01,WEEKDAY,20,TRAIN,CG2,12066,6864
2023-01,WEEKDAY,7,TRAIN,CC2,551,4533
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,CC2,187,767
2023-01,WEEKDAY,10,TRAIN,EW8/CC9,13876,26356
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,13279,29371
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,NS28,1319,2176
2023-01,WEEKDAY,12,TRAIN,NS28,1021,1220
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,SE4,128,627
2023-01,WEEKDAY,23,TRAIN,SE4,153,1036
2023-01,WEEKENDS/HOLIDAY,13,TRAIN,EW20,5442,4366
2023-01,WEEKDAY,13,TRAIN,EW20,8083,7506
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1098,1472
2023-01,WEEKDAY,18,TRAIN,BP11,2227,6205
2023-01,WEEKDAY,13,TRAIN,NS15,18172,14557
2023-01,WEEKENDS/HOLIDAY,13,TRAIN,NS15,5730,4327
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,TE19,532,286
2023-01,WEEKDAY,21,TRAIN,TE19,1691,428
2023-01,WEEKDAY,6,TRAIN,EW19,14679,5384
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2135,926
2023-01,WEEKDAY,22,TRAIN,CC14,1335,2850
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,CC14,1010,1536
2023-01,WEEKDAY,20,TRAIN,CC16,2747,3787
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1191,1803
2023-01,WEEKDAY,8,TRAIN,CC16,7591,11999
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,CC16,1475,2162
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,NS5,7045,12534
2023-01,WEEKDAY,19,TRAIN,NS5,12879,42472
2023-01,WEEKDAY,21,TRAIN,NS23,27743,5642
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,NS23,14856,3658
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,6308,3706
2023-01,WEEKDAY,6,TRAIN,EW2/DT32,38234,18803
2023-01,WEEKDAY,22,TRAIN,NS2,6455,14414
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,NS2,4190,8408
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,NS11,17013,6354
2023-01,WEEKDAY,9,TRAIN,NS11,31245,11899
2023-01,WEEKDAY,14,TRAIN,DT31,3820,4886
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,DT31,2707,2658
2023-01,WEEKDAY,22,TRAIN,NE17/PTC,9516,17770
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,6519,11354
2023-01,WEEKDAY,6,TRAIN,TE8,3242,1444
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,TE8,539,613
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,15467,22517
2023-01,WEEKDAY,12,TRAIN,NE7/DT12,15789,18602
2023-01,WEEKDAY,8,TRAIN,PE4,1867,560
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,PE4,574,248
2023-01,WEEKDAY,15,TRAIN,DT34,1932,1957
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1236,1054
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,TE1,108,595
2023-01,WEEKDAY,23,TRAIN,TE1,223,461
2023-01,WEEKDAY,6,TRAIN,NS8,34449,9497
2023-01,WEEKENDS/HOLIDAY,6,TRAIN,NS8,6058,2225
2023-01,WEEKENDS/HOLIDAY,0,TRAIN,SW6,16,216
2023-01,WEEKDAY,0,TRAIN,SW6,13,276
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,NE8,15269,18446
2023-01,WEEKDAY,16,TRAIN,NE8,15214,17026
2023-01,WEEKDAY,11,TRAIN,EW9,9512,7510
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,EW9,8924,7864
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,DT31,3213,1958
2023-01,WEEKDAY,11,TRAIN,DT31,3993,2813
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,EW6,3918,4700
2023-01,WEEKDAY,16,TRAIN,EW6,5523,8869
2023-01,WEEKDAY,15,TRAIN,NE11,7612,4710
2023-01,WEEKENDS/HOLIDAY,15,TRAIN,NE11,2624,2466
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1529,547
2023-01,WEEKDAY,10,TRAIN,SE5,1684,773
2023-01,WEEKDAY,16,TRAIN,BP6/DT1,20510,31091
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,14361,16154
2023-01,WEEKDAY,14,TRAIN,CC24,12147,12366
2023-01,WEEKENDS/HOLIDAY,14,TRAIN,CC24,2799,1876
2023-01,WEEKDAY,7,TRAIN,NS18,20053,11681
2023-01,WEEKENDS/HOLIDAY,7,TRAIN,NS18,3977,1743
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,NE9,5510,7303
2023-01,WEEKDAY,20,TRAIN,NE9,10136,13652
2023-01,WEEKDAY,10,TRAIN,TE6,5157,1805
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,TE6,3831,1521
2023-01,WEEKENDS/HOLIDAY,17,TRAIN,BP7,369,513
2023-01,WEEKDAY,17,TRAIN,BP7,979,1498
2023-01,WEEKDAY,19,TRAIN,DT21,6525,3728
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,DT21,2391,1606
2023-01,WEEKENDS/HOLIDAY,18,TRAIN,PE6,2545,2899
2023-01,WEEKDAY,18,TRAIN,PE6,5481,9754
2023-01,WEEKDAY,0,TRAIN,DT34,3,267
2023-01,WEEKENDS/HOLIDAY,0,TRAIN,DT34,5,212
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,CC11,3178,2844
2023-01,WEEKDAY,20,TRAIN,CC11,10648,4225
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,DT27,1217,2723
2023-01,WEEKDAY,21,TRAIN,DT27,2701,3585
2023-01,WEEKDAY,21,TRAIN,CE1/DT16,33736,9844
2023-01,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,31911,8669
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,EW29,6609,4437
2023-01,WEEKDAY,16,TRAIN,EW29,15751,3407
2023-01,WEEKENDS/HOLIDAY,8,TRAIN,TE12,390,1342
2023-01,WEEKDAY,8,TRAIN,TE12,1477,7580
2023-01,WEEKDAY,20,TRAIN,TE22,1955,1689
2023-01,WEEKENDS/HOLIDAY,20,TRAIN,TE22,2666,2540
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,DT20,987,464
2023-01,WEEKDAY,23,TRAIN,DT20,1622,694
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,EW15,5506,4240
2023-01,WEEKDAY,16,TRAIN,EW15,20727,9151
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,EW32,1428,508
2023-01,WEEKDAY,9,TRAIN,EW32,903,2277
2023-01,WEEKENDS/HOLIDAY,16,TRAIN,NS7,9196,6208
2023-01,WEEKDAY,16,TRAIN,NS7,10057,10808
2023-01,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1152,1909
2023-01,WEEKDAY,23,TRAIN,NS15,2376,3080
2023-01,WEEKENDS/HOLIDAY,9,TRAIN,TE15,904,1550
2023-01,WEEKDAY,9,TRAIN,TE15,1919,4196
2023-01,WEEKDAY,22,TRAIN,EW26,3782,19302
2023-01,WEEKENDS/HOLIDAY,22,TRAIN,EW26,3135,11352
2023-01,WEEKENDS/HOLIDAY,12,TRAIN,NE5,2704,3409
2023-01,WEEKDAY,12,TRAIN,NE5,4675,5694
2023-01,WEEKENDS/HOLIDAY,11,TRAIN,TE13,793,952
2023-01,WEEKDAY,11,TRAIN,TE13,1264,1335
2023-01,WEEKDAY,10,TRAIN,NE4/DT19,18424,45227
2023-01,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,12325,28586
2023-01,WEEKDAY,19,TRAIN,NE7/DT12,19423,22527
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,19376,15441
2023-01,WEEKENDS/HOLIDAY,19,TRAIN,DT3,1434,2764
